Tumor_Barcode	PGA	PGA_Subclonal	PGA_TETRA	PGA_LOH	PGA_Haploid_LOH	MCN	MCN_WGD	MCN_CHR	DPClust_Mutations	ASCAT_Purity	ASCAT_Ploidy	BB_Purity	BB_Ploidy	CCUBE_Purity	GOF	High_Purity	WGD_MP2_Number	WGD_MP2_Ratio	WGD_EVEN_Ratio	nWGD_CCF_MCluster	nWGD_CCF_MCluster_Detail	nWGD_Substantial_Segment	nWGD_Substantial_Segment_Detail	Super_Cluster_1	Super_Cluster_5	Super_Cluster_10	Homozoygous_Deletion	Homozoygous_Deletion2	Homozoygous_Deletion_Detail	DPCLUST_Detail
NSLC-0633-T01	0.14425755230201387	0.0362204046978205	0	0.03604827183782694	9.079384651844679e-7	0.11505259543998252	nWGD	2	2929	0.57	2.07402841552504	0.56373	2.05822317028583	0.60472278565813	0.530356838496422	""	0		0	0	""	0	""	0	0	0	0	N	""	C2|1.03|2294; C3|0.70|100; C4|0.28|509
NSLC-0634-T01	0.8270254952357534	0.07265692283447843	0.22426705320501622	0.04506438023892557	0.038598778870206754	0.8138247590812927	WGD	19	12341	0.37	3.26106257174085	0.38184	3.10321718509858	0.4461427000474458	0.9189111767801	""	88	0.17045454545454544	0.242463259239535	0	""	0	""	0	0	0	0	N	chr9:1:5.13	C3|0.99|11668; C4|0.42|565
NSLC-0635-T01	0.24660211675289134	0.0020550563611594617	0	0.08405802920177345	2.0713995834522828e-5	0.17136617849762656	nWGD	3	3148	0.96	2.1059440310019	0.95296	2.02099799384112	0.94397497040252	0.985192899836986	BB_Purity|ASCAT_Purity	0		0	0	""	0	""	0	0	0	0	N	""	C1|1.00|2066; C2|0.56|65; C3|0.29|134; C4|0.17|848
NSLC-0636-T01	0.9541758418750628	0.041243952344201064	0.1180036181591978	0.2843685163116607	0.022791741749485388	0.9531831750452896	WGD	22	12863	0.12	4.63846194000521	0.11724	4.57089476660144		0.948231825854185	""	0		0.42479240186257283	0	""	1	chr7:116.88	1	1	1	0	N	""	C1|1.2|12807
NSLC-0637-T01	0.4358893268091981	0.004912815138328821	0	0.3641152834144482	0.039832983782329974	0.11160702717707988	nWGD	3	24802	0.84	1.68689857305333	0.84168	1.63867256970713	0.9054956857765004	0.735786976030082	""	0		0.04197413727891163	1	nMut = 427; Ratio = 0.02	0	""	0	0	0	0	N	""	C3|0.99|23067; C6|0.48|427; C7|0.30|341; C8|0.18|639
NSLC-0638-T01	0.9247328774680094	0.27833556477741633	0.14981139176845773	0.3801203007051155	0.23942173620858306	0.9089270826479932	WGD	22	9784	0.27	3.02280062861255	0.25947	3.05485462600101	0.2669262721267188	0.657822857197268	""	1166	0.15008576329331047	0.3911934292052199	0	""	1	chr11:11.83	0	0	0	0	N	chr9:1:2.34	C3|0.98|9677
NSLC-0640-T01	0.3918385915205787	7.574361207590345e-5	0	0.2212398543558058	0.21418993600101474	0.3883586524932629	nWGD	7	25729	0.41	2.15719432205894	0.40016	2.21766713667428	0.533489951977391	0.998733086214941	""	0		0.22588072810863927	0	""	0	""	0	0	0	0	N	""	C2|1.03|23443; C3|0.84|1642; C4|0.36|546
NSLC-0641-T01	0.9093264559880292	0.3662286782178014	0.05786810703018941	0.6384093033957696	0.3575169245148838	0.8903577512610443	WGD	21	8406	0.27	2.79156529490254	0.26676	2.80338594787104	0.5402273962066048	0.564330037007991	""	212	0.08490566037735849	0.5044650893478807	0	""	7	chr3:72.62|chr8:16.24|chr9:43.15|chr15:84.87|chr16:43.69|chr17:30.81|chr21:15	0	0	0	1	Y	chr8:1:13.1	C2|0.99|8268
NSLC-0641-T02	0.9077850169854618	0.27354191625619867	0.05057426486024659	0.6398480912449732	0.17012883887992122	0.8904133901881114	WGD	21	5775	0.13	2.8643213203726	0.1235	2.93408285105596	0.16945586456100264	0.693766429100655	""	95	0.18947368421052632	0.3374801946032648	0	""	3	chr1:105.7|chr3:105.93|chr17:36.72	1	1	1	0	N	chr8:1:8.03	C1|1.2|5671
NSLC-0642-T01	0.0028065987966014003	0.0028065987966014003	0	0.0028065987966014003	0	0	nWGD	0	1341	1	1.99848400564908	0.939	2.00139705528835	0.42798516115561824	0.00294550810014728	|ASCAT_Purity	0		0	0	""	0	""	0	0	0	0	N	""	C1|0.39|471; C2|0.15|858
NSLC-0643-T01	0.5859836777731243	0.37285575472697186	0.0024804298210518907	0.12924992002842037	0.07570988538891173	0.5095159970492704	WGD	12	7797	0.6	2.64579321135374	0.5748	2.39086734616255	0.5726278021863296	0.2271864635932	""	19	0	0.1214653697279175	1	nMut = 147; Ratio = 0.02	7	chr4:71.63|chr5:124.54|chr6:28.76|chr6:138.68|chr8:19.6|chr10:133.56|chr21:33.46	0	0	0	2	Y	chr15:3:30.1|chr4:1:2.72	C1|0.97|5701; C2|0.70|288; C3|0.50|147; C4|0.33|1594
NSLC-0645-T01	0.8729315268437565	0.20804269364997144	0.27279726748871824	0.258184243021763	0.18050679658304497	0.8586302484051346	WGD	20	6290	0.22	3.5644406453913	0.2255	3.38587560337807		0.69166015405187	""	655	0.33129770992366414	0.5701899090896816	0	""	1	chr19:27.74	0	0	0	0	N	""	C2|1.1|6243
NSLC-0646-T01	0.5973269142805269	0.19315894581887008	0.011864541320274107	0.14567936645275922	0.04301393780197963	0.5461755160768225	WGD	12	8140	0.61	2.7349326864678	0.60878	2.58355451128838	0.6636103110604537	0.589665886583899	""	257	0.04669260700389105	0.10063893232799931	1	nMut = 3138; Ratio = 0.39	7	chr5:35.96|chr8:144.81|chr12:133.24|chr19:24.07|chr19:25.6|chr20:29.3|chr22:34.72	0	0	0	1	Y	chr21:1:33.69|chr9:1:0.31	C1|1.00|4662; C2|0.68|269; C3|0.46|3138
NSLC-0647-T01	0.2903287737130998	0.06368199597518202	0.0037952015898826004	0.2231894262534169	0.055970221349759486	0.14429230935203657	nWGD	3	7347	0.36	1.93883532608664	0.34596	1.90212938648793	0.5053037334066275	0.628318478399932	""	12	0.3333333333333333	0.07532946372738068	0	""	1	chr3:26.61	0	0	0	0	N	chr5:2:1.19|chr9:1:2.54	C2|1.07|4734; C3|0.94|1128; C4|0.37|1431
NSLC-0648-T01	0.1728809993093541	0.04062877916498653	0	0.06323924730479943	0.002570839311352336	0.09501207561447685	nWGD	1	6179	0.68	2.01215199024189	0.67728	2.02427082679931	0.6804855550269124	0.377833375031273	""	0		0.004090872485549459	1	nMut = 103; Ratio = 0.02	0	""	0	0	0	0	N	chr9:4:4.17	C2|0.99|5011; C3|0.82|78; C4|0.50|103; C5|0.25|928
NSLC-0649-T01	0.9507378503967666	0.32620660880708485	0.027305598739168022	0.3312791010011128	0.001761991838202639	0.949536397497601	WGD	22	6472	0.31	4.46729995336419	0.31124	4.29268569076035		0.649900137661472	""	0		0.20317636279766801	0	""	2	chr13:95.86|chr14:13.52	0	0	0	0	N	""	C1|0.97|6406
NSLC-0650-T01	0.9482365135769725	0.36716717976566676	0.1080355643205108	0.07018498217209211	0.03180804249365277	0.9468020615538304	WGD	22	7453	0.29	4.73205640475265	0.29145	4.5178370412641		0.653303246160507	""	728	0.0989010989010989	0.17321613039567652	0	""	2	chr2:12.09|chr6:66.04	0	0	0	0	N	""	C1|0.96|7395
NSLC-0651-T01	0.8988286239940293	0.10057828936342386	0.48879364871515363	0.24541873338180445	0.24443783094456392	0.8988286239940293	WGD	21	4111	0.27	3.54425767021605	0.28296	3.49831049890051		0.681187789529917	""	26	0.15384615384615385	0.8310756927319188	0	""	2	chr6:28.73|chr6:138.66	0	0	0	0	N	""	C1|0.95|4067
NSLC-0652-T01	0.8329334702939593	0.5124257084918254	0.06677888863077563	0.3681531478218175	0.18527494793551086	0.6823821757962881	WGD	15	5843	0.68	2.82627322411638	0.69292	2.57422182431462	0.7001925989851382	0.33135505144438	""	136	0.25735294117647056	0.3082909852872222	1	nMut = 960; Ratio = 0.16	12	chr1:103.3|chr1:105.61|chr2:26.96|chr6:107.26|chr8:99.12|chr11:20.56|chr14:13.73|chr16:29.01|chr19:42.59|chr19:15.11|chr20:20.26|chr20:20.11	0	0	0	0	N	chr4:1:0.23|chr9:1:0.99	C2|0.99|4802; C3|0.46|960
NSLC-0653-T01	0.8061807088671169	0.061895191928875784	0.03148616141845646	0.27522273812556264	0.2111808802026784	0.7718564178207068	WGD	17	104073	0.57	3.0037930688312	0.57741	2.85554923740325	0.693119791669467	0.920358585066432	""	2598	0.3579676674364896	0.278251754188854	0	""	0	""	0	0	0	0	N	chr18:1:0.03|chr3:1:0.03	C2|0.98|101098; C3|0.38|2152
NSLC-0654-T01	0.9629200715339247	0.0020915464476655658	0.5842755865333046	0.3774913820349879	0.36560060419636153	0.962307395606311	WGD	22	1620	0.25	3.19231793587145	0.25	3.10684422169098		0.971367820773931	""	2	0	0.9903805548619518	1	nMut = 38; Ratio = 0.02	0	""	1	1	1	0	N	chr17:1:0.01	C1|2.10|1013; C2|1.05|529; C3|0.54|38
NSLC-0655-T01	0.9538403729582443	0.08076388733125686	0.5338307890467962	0.24430068666934082	0.23690641336641352	0.9483637772488108	WGD	22	2714	0.73	3.39588172786234	0.7373	3.25502450332444		0.830514528173538	""	269	0.7992565055762082	0.8123754108188934	0	""	0	""	0	0	0	1	Y	chr12:1:0.13|chr9:2:11.78	C2|0.99|2581; C3|0.31|104
NSLC-0657-T01	0.1792165737943218	0.014356220406532174	0.005555815354331942	0.09591436707366936	0.001281571639582898	0.07459786137810608	nWGD	3	3398	0.4	2.01149088170841	0.402	1.98482707271779	0.4897580247952045	0.772093779564806	""	0		0.007510314357818607	0	""	1	chr19:12.14	0	0	0	0	N	""	C2|1.00|3046; C3|0.38|329
NSLC-0658-T01	0.9207380175042928	0.5336810481197565	0.31025081494265344	0.13087831855307222	0.085485301210814435	0.9054330159759825	WGD	21	13739	0.45	3.49552429624224	0.46755	3.34032113183705	0.5727767058979367	0.386414624131351	""	4090	0.3293398533007335	0.3986807680664409	0	""	2	chr13:45.18|chr13:50.7	0	0	0	0	N	""	C2|0.98|12162; C3|0.44|1494
NSLC-0659-T01	0.4258141137081457	0.007472038826976315	0	0.21098108761279466	0.10457217107518456	0.31942086603180586	nWGD	6	5795	0.7	2.2586993051323	0.6965	2.12329151442824	0.7250922803105393	0.844919258794453	""	0		0.1301249695701827	0	""	0	""	0	0	0	0	N	chr12:1:0.08	C2|1.00|5362; C3|0.73|130; C5|0.20|172
NSLC-0661-T01	0.8108914618515461	0.49340614192551374	0.17244591114341679	0.34689781774661615	0.23922687300754758	0.7656808663073814	WGD	17	6983	0.39	3.04517811629578	0.38142	2.70667384470734	0.5754250452344185	0.336712716879864	""	1525	0.13442622950819672	0.44576335417954965	1	nMut = 563; Ratio = 0.08	10	chr1:120.81|chr1:105.7|chr2:125.24|chr4:56.9|chr6:28.77|chr8:46.24|chr8:39.56|chr11:41.59|chr11:73.31|chr21:23.55	0	0	0	0	N	""	C2|0.99|6355; C3|0.49|563
NSLC-0663-T01	0.544395718035905	0.11616896056126687	0	0.44206575021348504	0.0013554762470353117	0.11061055153069237	nWGD	2	7720	0.4	1.63729762300473	0.3896	1.60016370683656	0.5263595454459322	0.675314597419631	""	0		0.0030147612782545773	0	""	1	chr22:35.13	0	0	0	0	N	chr2:1:6.11|chr3:1:0.32|chr5:1:0.1	C3|1.0|7399; C5|0.3|212
NSLC-0664-T01	0.8369815911421473	0.05378653234465772	0.30283488276238135	0.07037732854003804	0.05811878910436244	0.8283461816546475	WGD	19	15548	0.36	3.49492603985163	0.3582	3.24373155031527	0.3695444539561912	0.886762767175985	""	65	0.09230769230769231	0.39722827679849543	1	nMut = 2127; Ratio = 0.14	0	""	0	0	0	0	N	chr9:1:0.43	C4|0.99|13358; C5|0.54|2127
NSLC-0665-T01	0.9549355289002174	0.019702163830715356	0.5388908667158612	0.04156217173647813	0.029598081026685454	0.9549355289002174	WGD	22	28342	0.12	3.80894347669837	0.11436	3.9615087942839		0.960713582895848	""	251	0.22310756972111553	0.6380695628975867	0	""	1	chr16:36.23	1	1	1	0	N	""	C1|1.2|28252
NSLC-0666-T01	0.2277768776777712	0.0898297660101204	1.987894599799798e-5	0.18804215297385848	0.019117680661874793	0.0588655149240648	nWGD	1	3627	0.61	1.93211864088904	0.63257	1.85186804776481	0.6844134099871659	0.28804156945804	""	0		0.020321215395730275	1	nMut = 830; Ratio = 0.23	2	chr13:95.88|chr21:33.41	0	0	0	1	Y	chr2:1:0.4|chr6:1:12.31|chr9:1:0.23	C2|0.97|1977; C3|0.48|830; C4|0.25|775
NSLC-0667-T01	0.2195796493203612	0.03726231225486674	0	0.07151128561722137	0.0013217657323203339	0.15847515053941597	nWGD	2	7173	0.57	2.08711068646539	0.56031	2.0700655131721	0.6553961487610762	0.78039438218187	""	0		0.0015427128815308552	0	""	0	""	0	0	0	0	N	chr9:1:0.23	C2|1.01|6327; C3|0.75|215; C4|0.32|575
NSLC-0668-T01	0.6477318501398692	0.20920697481286413	0.05465477767493161	0.32767382688015145	0.23232052431588243	0.576843891841251	WGD	15	40630	0.66	2.56470495943822	0.65868	2.40467799780392	0.8086931580326454	0.612106904812406	""	1888	0.659957627118644	0.3222881021840339	0	""	0	""	0	0	0	0	N	chr13:1:1.9	C4|0.99|38386; C6|0.28|1829
NSLC-0669-T01	0.002593452983670337	0.002593452983670337	0	0.002593452983670337	0.002540355739271068	0.002678103625713489	nWGD	0	3335	1	2.04919618801911	0.91	2.01323295624076	0.203431132462972	3.1145583355341e-4	|ASCAT_Purity	0		0.0028249861935533923	0	""	0	""	1	1	1	0	N	""	C1|1.15|1229; C2|0.33|105; C3|0.14|1985
NSLC-0670-T01	0.7283495191680783	0.09149053026927666	0.023658117945764136	0.5089680594199352	0.2696299116159812	0.7119689514376543	WGD	15	5235	0.11	2.34452292399224	0.10505	2.50414375605443	0.15238654091229878	0.773997573466343	""	0		0.3625819837609807	0	""	7	chr1:120.74|chr1:105.7|chr2:74.38|chr11:50.62|chr19:21.24|chrX:55.93|chrX:36.75	1	1	1	0	N	""	C1|1.3|5209
NSLC-0671-T01	0.8960285530045752	0.28864776292571426	0.20788534778198717	0.2633601092227803	0.13300753388961895	0.8917803470296737	WGD	21	6593	0.49	3.70115308078898	0.51107	3.41052825341137	0.45563525133879185	0.594015918834441	""	87	0.3218390804597701	0.3491511691900395	0	""	3	chr6:11.82|chr8:12.46|chr16:43.7	0	0	0	0	N	""	C2|0.97|6185; C3|0.41|295
NSLC-0672-T01	0.8063048538327334	0.2117731442489411	0.0580385012144157	0.17848771860324644	0.06756865553953743	0.7858619283193549	WGD	19	8301	0.67	3.76439838929745	0.67871	3.54188845135679	0.6742428621577413	0.663552402104301	""	385	0.2077922077922078	0.23421373559311057	0	""	0	""	0	0	0	0	N	chr9:2:1.19	C1|0.99|7658; C2|0.76|255; C3|0.37|258
NSLC-0673-T01	0.9411512395868923	0.18615966270722104	0.35523757831990777	0.2351318467213651	0.1648814154486971	0.9256848522113582	WGD	22	61510	0.75	3.6761993172867	0.75075	3.4769802472438	0.7409619657001764	0.741591356807521	""	7718	0.4045089401399326	0.602421582348113	0	""	1	chrX:45.19	0	0	0	0	N	chr3:1:0.12	C3|1.00|57727; C6|0.32|2871
NSLC-0674-T01	0.2542246055938319	0.010560968338966007	0	0.1642454870337105	0	0.09731041387601742	nWGD	2	3379	0.36	1.92859610347698	0.3708	1.9104251781746	0.4039881162681969	0.764870485704074	""	0		0.002561974013413374	1	nMut = 469; Ratio = 0.14	0	""	0	0	0	0	N	""	C1|0.99|2750; C2|0.71|130; C3|0.48|469
NSLC-0675-T01	0.9079349241584698	0.08854297039684086	0.22537356163960276	0.18911201960919308	0.12339651695478071	0.8792644604380839	WGD	21	9623	0.43	3.25755692438709	0.43559	3.21712270910343	0.38874664803909625	0.841199948227998	""	23	0.4782608695652174	0.4697264010592214	0	""	0	""	0	0	0	0	N	chr13:1:0.6|chr9:2:3.26	C2|0.96|9275; C3|0.40|219
NSLC-0676-T01	0.003215720751822128	0.003213104490183715	0	0.003215720751822128	2.6162616384130927e-6	2.7582594093666708e-6	nWGD	0	4299	1	2.00041564146017	0.913	2.00119855938697	0.2429998320196864	0.00102971765141998	|ASCAT_Purity	0		2.8688829463465774e-6	0	""	0	""	0	0	0	0	N	""	C3|0.25|3936; C4|0.14|324
NSLC-0677-T01	0.8742587816967423	0.4151744789928497	0.025789575216788353	0.6517454135803411	0.18735222046953753	0.5635576919183279	WGD	14	4941	0.98	2.56172170618809	0.98334	2.26249666407303	0.9777422036413709	0.52418041942318	BB_Purity|ASCAT_Purity|CCUBE_Purity	184	0.2717391304347826	0.22487965833548806	1	nMut = 164; Ratio = 0.03	1	chr8:144.74	0	0	0	0	N	""	C2|0.99|3429; C4|0.67|350; C5|0.52|164; C6|0.33|533; C7|0.12|298
NSLC-0678-T01	0.0015373525774432617	0.0013097798283530787	0	9.775413955415639e-4	0	5.598111819016978e-4	nWGD	0	2945	1	2.04582996069597	0.923	1.99138660072533	0.2073966722284219	3.14982037734848e-5	|ASCAT_Purity	0		0	0	""	0	""	1	0	0	0	N	""	C1|1.18|38; C4|0.13|2878
NSLC-0680-T01	0.08459008675100306	0.0013836688581055907	0	0.048348074965260376	0.023962617808525377	0.06444608553497663	nWGD	0	5983	0.5	2.06016918165475	0.5115	2.02828586433088	0.5837822459637362	0.941919640799774	""	0		0.026654446334254484	1	nMut = 189; Ratio = 0.03	0	""	0	0	0	0	N	chr9:1:0.46	C2|0.98|2744; C3|0.54|189; C4|0.29|3008
NSLC-0681-T01	0.9412873739404354	0.16773823723101003	0.22757139132441248	0.307087344531873	0.288876384932491	0.9227643873226443	WGD	22	24830	0.95	3.10689515321807	0.9519	2.95405927865744	0.9321428001414728	0.791575038516743	BB_Purity	3267	0.6210590756045301	0.6152134170859652	0	""	0	""	0	0	0	0	N	""	C3|0.99|23036; C4|0.75|533; C6|0.24|686
NSLC-0683-T01	0.12940494755207513	0.0029033770529381542	0	0.03391027338433977	0.014848326023937658	0.09750810907570713	nWGD	2	3510	0.74	2.13825266886116	0.7437	2.09298673455728	0.7332181281109753	0.926255934015051	""	0		0.016390692685343336	0	""	0	""	0	0	0	0	N	""	C3|1.00|2080; C4|0.74|46; C5|0.44|524; C6|0.26|801
NSLC-0684-T01	0.32343418934080853	0.11689739675457667	0.020594052610382853	0.13348487494954117	0.02563102699067243	0.2293880813465531	nWGD	6	4588	0.51	2.09069146463171	0.49827	2.15457806762545	0.5434360468918702	0.285190896453302	""	0		0.05503936317782424	0	""	1	chr2:59.74	0	0	0	0	N	chr9:1:8.2	C1|1.01|3534; C2|0.71|381; C3|0.31|640
NSLC-0685-T01	0.9413449877827955	0.3256067240975203	0.15208466678478685	0.33972786135377925	0.12783879164037446	0.9351460955504843	WGD	21	6584	0.66	3.97944662969549	0.65076	3.67077168292208	0.6280681611469129	0.616562760049772	""	223	0.3811659192825112	0.41126902907019136	0	""	4	chr2:17.5|chr8:13.24|chr8:29.8|chr11:25.39	0	0	0	0	N	""	C1|0.98|6102; C2|0.39|399
NSLC-0687-T01	0.002172268067411479	0.0019409231464052074	0	0.002172268067411479	0.001887215348750692	0.001887215348750692	nWGD	0	3435	1	1.99764896422281	0.902	2.00681805919097	0.1715957837991002	2.6394775342755e-4	|ASCAT_Purity	0		0.00196047573868045	0	""	0	""	1	1	0	0	N	""	C1|1.26|246; C4|0.14|3143
NSLC-0689-T01	0.43825935643446984	0.01458456198173356	0.05980459362208919	0.0796395809725813	0.07867908963017327	0.42473859010360554	nWGD	10	4068	0.6	2.4340501638993	0.603	2.40224065880737	0.6227415546080186	0.952289785056838	""	0		0.1525089261420912	1	nMut = 1252; Ratio = 0.31	0	""	0	0	0	0	N	""	C2|0.99|2098; C3|0.53|1252; C4|0.31|692
NSLC-0690-T01	0.7613128366197783	0.5574865473062521	0.020227516596076432	0.4086649259172114	0.1698428474779778	0.5633498360283651	WGD	11	8326	0.63	2.48613984508142	0.62433	2.13306211882531	0.5993662437354084	0.224939823145112	""	163	0.2085889570552147	0.20449072556540496	0	""	8	chr8:20.77|chr9:28.54|chr10:14.51|chr13:96.09|chr16:36.18|chr17:31.05|chr18:49.51|chr19:18.87	0	0	0	1	Y	chr8:1:21.89	C1|0.99|4935; C2|0.56|1307; C3|0.28|1942
NSLC-0691-T01	0.33291502619246266	0.015491648146682267	0	0.28804516890269666	0.09931208899026106	0.145325228805218	nWGD	2	139963	0.41	1.94664478994388	0.42271	1.82889878529394	0.5499478127834937	0.580618796486612	""	0		0.10637109668191728	0	""	0	""	0	0	0	0	N	chr12:1:0.41	C2|1.0|131107; C4|0.3|6608
NSLC-0692-T01	0.024687156332857087	2.50250539466469e-5	0	0.024687156332857087	0.014653884667163997	0.017215316799404464	nWGD	1	4850	0.44	2.00695422073848	0.4444	1.98364881332766	0.5500566881533854	0.834039087947883	""	0		0.016009727410405253	0	""	0	""	0	0	0	0	N	""	C1|1.01|4292; C2|0.86|154; C3|0.29|386
NSLC-0693-T01	0.7494608571549828	0.1295437251598088	0.0528996359953927	0.4246026013060316	0.024478857997627175	0.4150277378531419	nWGD	8	8744	0.36	2.19515454444822	0.36792	1.94093097235183	0.7236210605618876	0.701677049080611	""	456	0.2236842105263158	0.16045107465514646	0	""	0	""	2	1	0	4	Y	chr10:3:91.23|chr12:1:0.06|chr14:13:41.19|chr15:1:26.19|chr17:1:1.86|chr21:2:33.25	C2|2.06|512; C4|1.49|335; C5|0.99|7264; C6|0.38|495
NSLC-0696-T01	0.9388193312769466	0.23400803862785402	0.05434445954175507	0.757705717715794	0.5278517258704533	0.7211956606400711	WGD	18	6046	0.45	2.12140087483961	0.4653	1.95959391231313		0.74013592188209	""	270	0.15185185185185185	0.6509306989310367	0	""	6	chr7:159.3|chr12:26.71|chr12:22.41|chr19:44.09|chrX:28.78|chrX:46.6	0	0	0	0	Y	chr9:8:27.48	C1|1.00|3613; C2|0.71|356; C3|0.37|2019
NSLC-0697-T01	0.6916124255611168	0.4424712529517861	0.026517367275761223	0.3020527554695715	0.09155873056856663	0.5649663433465132	WGD	12	3267	0.22	2.37464618968468	0.2233	2.35652308146117	0.3014151241408706	0.283324895708901	""	93	0.20430107526881722	0.13385875529541977	0	""	5	chr3:18.06|chr3:15.94|chr10:46.05|chr12:14.16|chr17:56.56	0	0	0	2	Y	chr16:2:14.38|chr18:1:33.44	C2|0.92|3191
NSLC-0699-T01	0.01101572673900327	0.002919898101841707	0	0.01101572673900327	0.0018749090966614474	0.001976669910089877	nWGD	0	1268	0.89	1.99821891846377	0.89979	1.99134339070419	0.8886589146632053	0.771470493832821	""	0		0.002053683511010267	0	""	0	""	0	0	0	0	N	""	C1|1.00|791; C2|0.64|91; C3|0.39|55; C4|0.16|314
NSLC-0701-T01	0.7352725047661384	0.3294565389119066	0.24148357901386638	0.3162550654598774	0.15651416467788745	0.582182736319261	WGD	14	7001	0.46	2.66273628261062	0.48116	2.6352299512802	0.611207259817528	0.372194134701397	""	1472	0.043478260869565216	0.4441758038808787	1	nMut = 1979; Ratio = 0.28	10	chr2:242.09|chr4:189.96|chr5:131.11|chr6:28.52|chr6:14.24|chr6:42.52|chr6:32.65|chr11:50.57|chr11:80.53|chr16:43.69	0	0	0	0	N	""	C1|0.95|4943; C3|0.47|1979
NSLC-0702-T01	0.018904954176363807	0	0	0.01580470491977282	0.0017966894720629046	0.004454008772521269	nWGD	0	3812	0.74	2.00084782560697	0.7326	1.98633007375124	0.7654707891123667	0.522798742138365	""	0		0.0019685029472375007	0	""	0	""	0	0	0	0	N	""	C3|1.00|2830; C4|0.37|71; C5|0.20|870
NSLC-0703-T01	0.8789728345055116	0	0.7249472242192434	0.06960040141502227	0.03979859632227353	0.8789728345055116	WGD	21	5160	0.13	3.81777830509456	0.1287	3.86322638015831		0.978006164496777	""	0		0.8797006580274708	0	""	0	""	1	1	1	0	N	""	C1|1.2|4687
NSLC-0705-T01	0.0045638886220839055	0.004563882683532898	0	0.0045638886220839055	0	0	nWGD	0	89	1	1.99720663307674	0.967	2.00293231949704	0.5695441218323648	0.0521319120586276	BB_Purity|ASCAT_Purity	0		0	0	""	0	""	0	0	0	0	N	""	C2|0.13|75
NSLC-0706-T01	0.0017967364401277003	0.0017967364401277003	0	0.0017967364401277003	0.0017621322845337959	0.0017621322845337959	nWGD	0	518	1	2.0018637646223	0.951	1.9988525456098	0.25206621176114685	0.023349607302059	BB_Purity|ASCAT_Purity	0		0.0018288733194308845	0	""	0	""	0	0	0	0	N	""	C1|0.18|508
NSLC-0708-T01	0.0023137356840229268	0.0023137356840229268	0	0.0023137356840229268	0	0	nWGD	0	52	1	1.99402603516834	0.951	2.00646871818391	0.6081152606589996	0.0662555344718533	BB_Purity|ASCAT_Purity	0		0	0	""	0	""	0	0	0	0	N	""	C4|0.14|38
NSLC-0709-T01	0.19167836211775455	0.05575448269947454	0	0.18031649934511623	0.049288392060136584	0.06642471822663612	nWGD	0	6907	0.13	1.8439730918704	0.13	1.83920182571748	0.20012588503197978	0.352520906305377	""	0		0.05507113782163164	0	""	6	chr1:105.71|chr6:18.25|chr7:159.29|chr11:80.53|chr15:84.88|chr20:10.6	1	1	1	0	N	""	C1|1.2|6889
NSLC-0710-T01	0.17007259849244136	0.0028850008666836814	0.0022479866866211527	0.07502041565787827	0	0.10297256009591775	nWGD	2	4215	0.14	2.11839683986545	0.13622	2.09637985751481	0.20580234684851237	0.967108022491757	""	11	0.09090909090909091	0.004904994221633619	0	""	0	""	1	1	1	0	N	""	C2|1.2|4185
NSLC-0711-T01	0.1058324575732917	7.334110494567849e-6	0	0.06812393183344884	0	0.042144333167417364	nWGD	0	3886	0.22	2.00296454479597	0.231	1.99848123143587	0.2633370219311197	0.963949289366448	""	0		0.0014286072550016822	0	""	0	""	0	0	0	0	N	""	C1|0.97|3828; C2|0.73|42
NSLC-0712-T01	0.14184833527521037	0.05127069226362463	0	0.07042679601009358	0	0.04411938846966635	nWGD	1	3732	0.83	2.0335399102765	0.82751	1.99487292616614	0.8189784687079749	0.335039155564577	""	0		0	0	""	0	""	0	0	0	0	N	""	C1|1.01|1968; C2|0.62|336; C3|0.31|806; C4|0.18|576
NSLC-0713-T01	0.1602378172855507	0.0032082487349763805	0	0.07070793394310984	9.524215114274991e-5	0.09676755051123065	nWGD	1	4194	0.33	2.06350908175633	0.32142	2.03721669768424	0.4649146883630635	0.957334148492483	""	0		0.0024998302733786905	0	""	0	""	0	0	0	0	N	""	C2|1.03|3831; C3|0.41|324
NSLC-0714-T01	0.0018902647384407194	0.0018902647384407194	0	0.0018902647384407194	0	0	nWGD	0	201	1	1.99312373907248	0.95	2.00789342749704	0.693542102381453	0	|ASCAT_Purity	0		0	0	""	0	""	0	0	0	0	N	""	C2|0.14|180
NSLC-0716-T01	0.6426819658063532	0.23457186577537756	0.05855084739317259	0.351568727980622	0.2893607519580944	0.5736909915973255	WGD	14	3932	0.75	2.42420246226298	0.7395	2.32269084974107	0.7094530602473087	0.513657416617323	""	317	0.006309148264984227	0.34363755729028755	0	""	0	""	0	0	0	0	N	""	C1|1.01|1803; C2|0.70|1122; C3|0.24|968
NSLC-0716-T02	0.002558687386392983	0.002558687386392983	0	0.002558687386392983	0.002540232349377907	0.002678103625713489	nWGD	0	125	1	2.00781901639355	0.93	1.98388537471252	0.5226176303922268	6.56029257597189e-4	|ASCAT_Purity	0		0.002797133576884455	0	""	0	""	0	0	0	0	N	""	C3|0.15|74
NSLC-0717-T01	0.15562338730543737	0.0019309267884785263	0	0.1401841464233128	0	0.016277206687336145	nWGD	0	2705	0.98	1.85942361754595	0.98432	1.81242073909189	0.9781845028436551	0.976956877932524	BB_Purity|ASCAT_Purity|CCUBE_Purity	0		0	0	""	0	""	0	0	0	0	N	""	C1|1.00|2089; C2|0.82|77; C3|0.42|59; C4|0.23|75; C5|0.14|386
